SkillList
"BPM,Pega"
Java (Multi Skilled)
"(D) Capital Markets Sector,Financial Services"
"(D) Capital Markets Sector,Financial Services"
"Amazon Web services - Build , Administration and integration"
Axiom
MS/Windows Dev OPS
Thunderhead
Thunderhead
