SkillList
Asscential- DataStage
IBM Datastage
OpenText
"Core Banking,PL SQL,Oracle RDBMS,Finacle"
(T) Data Science and Analytics
"Java,API Integrations- REST, SOAP , Powershell"
Test Case Execution
