SkillList
"ETL,AWS Redshift,PYTHON"
Ab Initio
"Amazon Web services - Build , Administration and integration"
"Financial Accounting,Financial Reporting (F&A)"
Microsoft.Net
"Java (Multi Skilled),Java"
"(T) Project Tools, Methodologies and Frameworks"
Process
Sourcing
"Recruit to Hire,Results Delivery - Operations"
"Java (Multi Skilled),Java"
"Java (Multi Skilled),Unix Shellscript"
PL SQL
"VisionPlus (Base I),(T) Mainframe Development Technologies"
"Data Warehousing,ETL"
.Net (WF)
Analytics
Mulesoft ESB
Testing Manual
"Angular.js,C# .NET"
IAM - Access Management
MS/Windows Dev OPS
Java
".Net with MVC,C#,Microsoft SQL Server"
Acquiring
Vision Plus
Guidewire
Microservices Architecture
"(Architecture) - Architecture, Solution Designing, Farm Structure/Topology,(D) Cards,Cards Issuing"
"SQL,Mainframe-Testing"
Java
PYTHON
Talend
Selenium
UiPath
"Amazon Web services - Build , Administration and integration,Pivotal Cloud Foundry  - Build and Administration"
"J2EE,Java (Multi Skilled),Java,Filenet"
Functional Testing
Angular.js
Angular.js
IBM WebSphere Message Broker
"Informatica BI,Test Reporting,Test Case Execution,ETL Testing"
Project Management Framework
Pega
"Oracle 10g,Unix"
"Selenium,Quality Centre,Quick Test Pro,VB Script,Java"
"Selenium,VB Script,HP Unified Functional Testing (UFT),Webservices,Quality Centre,Quick Test Pro,Java"
Hybrid Application Development (HTML5 +JQueryMobile + Android / iOS)
(T) Data and Semantic Modelling
Finacle
(T) Data Science and Analytics
"API Integrations- REST, SOAP , Powershell"
Adobe
Perl
"Shell Scripting,ETL,Hadoop"
"Perl Scripting,Spring,Tibco,Core Java(Threading,Java Collection,Exception,OOPS)"
(T) Testing Tools / Testing Automation / Performance Testing Tools
"API Integrations- REST, SOAP , Powershell"
"(T) Relational Databases,ETL"
AutomationAnywhere
".Net 3.0 ( WCF.WPF,WF)"
Temenos
"SAS,SAS Programming - Base & Advance,Banking"
.Net (WF)
Selenium
Selenium
PMO (Project)
ETL Testing
"Mainframe applications,Cards Issuing"
"ETL,Ab Initio"
"Selenium,Test Automation,Cucumber, Behat,Webservices"
"J2EE,Spring,Hibernate,Agile"
"Selenium,Test Automation,Cucumber, Behat,Java 7"
Java
Java
"Business Analytics,Cards Issuing"
Axway Integration Broker
Guidewire PolicyCenter
