SkillList
"(T) Guidewire,(Architecture) - Architecture, Solution Designing, Farm Structure/Topology"
"Project Management Framework,(T) Project Tools, Methodologies and Frameworks"
"Mainframe applications,Cards Issuing"
"Business Analytics,Cards Issuing"
Kafka
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
"Banking - Payments,Financial Services"
Robotic Business Process
"Java,JavaScript"
(T) Mobile Development Technologies
"English,PMO (Project)"
"Java (Multi Skilled),Java"
"Java (Multi Skilled),Java"
"Mulesoft ESB,Java (Multi Skilled),Java"
"Quality (CMMi Model),Quality (ISO certification),Quality (ITIL certification),Quality (CSQA certification),Quality"
Sourcing
Java
UiPath
Informatica PowerCenter
PL SQL
Quality Assurance
Java
Mulesoft API
"Functional Testing,MS VSTS Coded UI,CRM – MS Dynamics CRM,Banking,Selenium"
"Hadoop-HIVE,Hadoop-PIG,Hadoop-Spark"
Java
Selenium
Guidewire
P&C Insurance
Content Management
Content Management
.Net Legacy
Microsoft.Net
Business Analytics
Informatica BI
Performance Testing
PMO (Account)
UiPath
Java
Angular.js
Business Objects Reporting
Informatica PowerCenter
"Angular.js,ASP.NET"
"Perl,Test Planning,Informatica BI,Test Reporting,Test Case Execution,Unix,ETL"
"Test Management,Functional Testing,Testing Manual"
"Ab Initio,ETL Testing"
SAP ABAP
Hadoop-Spark
Angular.js
SAS
PMO (Project)
"Webservices,JavaScript"
"Webservices,Selenium,Java"
"MongoDB,Microsoft.Net,Hadoop"
"HTML,JavaScript,SQL,Angular.js"
"Struts,Hibernate,SQL,Core Java"
"Java Server Pages (JSP),Linux,Angular.js,J2EE,Hibernate,Spring,SQL,Java (Multi Skilled),Java"
"Selenium,Spring Web Services,SOAP UI PRO"
C#
"XML,Spring,SQL,Core Java"
Temenos
"Banking,Temenos"
Informatica MDM (formerly Syperian)
"API Integrations- REST, SOAP , Powershell,Fatwire"
ETL Testing
ETL Testing
Teradata
"API Integrations- REST, SOAP , Powershell"
C# .NET
Kafka
"Selenium,TOSCA"
Guidewire
Microsoft Dynamics CRM
Java
.Net (WF)
"Vision Plus,Cards Issuing"
PL SQL
Pega
VBA
"(T) Project Tools, Methodologies and Frameworks"
"Financial Accounting,Financial Planning,(F) Finance / Treasury / Cash / Consolidation"
"Financial Planning,Financial Reporting (F&A)"
Informatica BI
Informatica PowerCenter
Scrum
Guidewire ClaimCenter
"Unix,Informatica BI,Pivotal Greenplum,Oracle Analytics"
CSS
Cognos
Hadoop
Performance Testing
Salesforce (Technical)
Salesforce (Technical)
Selenium
"Java,DB2"
PMO (Account)
Selenium
ETL Testing
Guidewire
"Java,Insurance"
Java
Guidewire
ElasticSearch
TOSCA
"Functional Testing,SQL,Banking"
"Functional Testing,Trade Finance"
Selenium
Java
Java
Angular.js
"Microsoft Azure - Build , Administration and integration"
Murex
Angular.js
HP Exstream
"Scrum,Pega"
Java (Multi Skilled)
Agile
Java (Multi Skilled)
Angular.js
C++
Perl Scripting
Java
Web Development
Agile
Java
Adobe
Angular.js
Java
PMO (Project)
SAS
Temenos
Test Environment Management
UI
"(Consulting) - Business Analysis, Requirements"
"(Consulting) - Business Analysis, Requirements"
(T) Data and Semantic Modelling
"(T) Guidewire,(Architecture) - Architecture, Solution Designing, Farm Structure/Topology"
"(T) Mobile Development Technologies,BPM"
.Net (WF)
.Net (WF)
.Net (WF)
.Net (WF)
"API Integrations- REST, SOAP , Powershell"
"API Integrations- REST, SOAP , Powershell"
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Ab Initio
Adobe
Adobe
Adobe
Adobe
Adobe
Adobe
Adobe
Agile
Agile
Agile
Agile
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
Angular.js
"Automation - Chef, Puppet"
"Automation - Chef, Puppet"
"Automation - Chef, Puppet"
BPM
BPM
