SkillList
"Business Consulting,Business Strategy Formulation,Banking,SC-Strategy & Transformation"
PL SQL
Informatica BI
Java
"Mulesoft ESB,Spring,Java (Multi Skilled),Java"
"SOA,Webservices,LISA"
