SkillList
Cloud
"Microsoft,ASP.NET,ADO.NET,C#,Microsoft SQL Server,C,Webservices,.Net with MVC"
IBM WebSphere (WAS)
"ETL,AWS Redshift,PYTHON"
"ETL,AWS Redshift,PYTHON"
CRM - Salesforce.com
.Net (WF)
Cards Acquiring
Testing Manual
Testing Manual
Peoplesoft (ERP)
