SkillList
Angular.js
ETL Testing
"iText,Amazon Web services - Build , Administration and integration"
Filenet
Filenet
Thunderhead
"Informatica BI,Test Reporting,Test Case Execution,SQL,ETL"
SQL
"Java,PYTHON,Jenkins,GIT,PowerShell ( Server Administration)"
Java
Ab Initio
Spring Batch
"Agile,ETL,AWS Redshift,PYTHON"
Ab Initio
Filenet
Mulesoft ESB
Business Consulting
Mulesoft ESB
Spring
"Insurance,Guidewire"
Ab Initio
"Open Span,UIAutomation"
BLUE PRISM
Adobe
"Java,JavaScript"
"(T) Project Tools, Methodologies and Frameworks"
MF
"Java (Multi Skilled),Java"
Microsoft.Net
"Business Strategy Formulation,Business Consulting,Banking,SC-Strategy & Transformation"
"Excel Writer,English"
Pega
Insurance
Financial Accounting
"SQL,Spring Batch,Jenkins,HTML,Angular.js,Java"
Guidewire
Java (Multi Skilled)
Salesforce (Technical)
"Testing Manual,Test Automation"
"Business Analytics,Visa H-1B (United States)"
"Splunk,MS/Windows Dev OPS"
.Net (WF)
Business Analytics
Java
"REST API,Webservices"
Pega
Test Environment Management
"Functional Testing,CRM – MS Dynamics CRM,MS VSTS Coded UI,Banking,Selenium"
"Java,Java (Multi Skilled)"
Identity & Access Management (IAM)
Testing Manual
.Net (WF)
"Microsoft Azure - Build , Administration and integration"
"Selenium,HP Unified Functional Testing (UFT),MySQL,POSTGRESQL"
Quality
COBOL
AutomationAnywhere
Java
Functional Testing
Functional Testing
Informatica BI
Selenium
Guidewire
AWS Redshift
HP Exstream
Websphere Portal Server
VisionPlus FAS
Hadoop
"(Consulting) - Business Analysis, Requirements"
Java
CSQA (Analyst)
Webmethods
Angular.js
Test Automation
Webmethods
Hadoop
(T) Data Integration
Java
"J2EE,Java (Multi Skilled),Java"
"J2EE,Java (Multi Skilled),Java,Filenet"
Pivotal Cloud Foundry  - Build and Administration
"Spring Batch,Pivotal Cloud Foundry  - Build and Administration"
Pivotal Cloud Foundry  - Build and Administration
Selenium
.Net with MVC
"ETL,IBM Datastage"
"Webservices,CA LISA,(T) Mobile Development Technologies"
"ETL,Actimize,Oracle RDBMS"
"Java,SQL,Hibernate,Spring Batch,Spring Security"
"Java,SQL,Hibernate,Spring Batch,Spring Security"
BigData
"Microsoft.Net,SQL,CRM – MS Dynamics CRM"
Finacle
Finacle
"Java,Angular.js,Spring"
Testing Manual
"Software Configuration Mgt,PYTHON,Java (Multi Skilled),Java,Amazon Web services - Build , Administration and integration"
QlikView
Testing Manual
Mulesoft ESB
IBM Datastage
Java (Multi Skilled)
Java
.Net (WPF)
Informatica PowerCenter
Mainframe Development Environment
Trade Finance
"Java,Selenium"
Peoplesoft (ERP)
"Test Automation,Banking,Quick Test Pro"
"Banking,Temenos"
"PL SQL,Oracle RDBMS,Banking,SQL,Core Java"
PMO (Project)
Mainframe Database - DB2 (z/OS)
Functional Testing
"Selenium,Test Automation,Cucumber, Behat,Java 7"
Java
Informatica BI
Ab Initio
"Business Analytics,Cards Issuing"
Mainframe Development Environment
Guidewire
"Business Analytics,Cards Issuing"
Kafka
"Test Automation,LISA"
"Angular.js,C# .NET"
"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java"
Pega
"Java (Multi Skilled),Java"
Ab Initio
"Vision Plus,Java (Multi Skilled),Java"
Java 7
BLUE PRISM
Marketing
"Mulesoft ESB,Java (Multi Skilled),Java"
"(T) Project Tools, Methodologies and Frameworks"
"Financial Accounting,Financial Planning,(F) Finance / Treasury / Cash / Consolidation"
Informatica BI
Informatica BI
Scrum
Salesforce (Technical)
Scrum
PMO (Account)
"(Consulting) - Business Analysis, Requirements"
Business Objects
Java (Multi Skilled)
Control-M (Mainframe)
IBM Datastage
IBM Datastage
Mulesoft API
Salesforce (Technical)
Salesforce (Technical)
Informatica PowerCenter
Java
"Java,Insurance"
Guidewire
"API Integrations- REST, SOAP , Powershell"
J2EE
Microsoft SQL Server Integration Services (SSIS)
